household_key,primer_dia,ultimo_dia,frecuencia_cestas,clv_historico,n_lineas,recencia_dias,tenencia_dias,gasto_medio_cesta,tenencia_corta,n_categorias_distintas,log_clv_historico,gasto_medio_semanal_base,gasto_medio_semanal_reciente,tendencia_no_disponible,tendencia_relativa,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,KID_CATEGORY_DESC,AGE_DESC_cod,MARITAL_STATUS_CODE_cod,INCOME_DESC_cod,HOMEOWNER_DESC_cod,HH_COMP_DESC_cod,KID_CATEGORY_DESC_cod,tamano_medio_cesta,descuento_total,target_campana,n_campanas,nivel_valor,nivel_tendencia,cuadrante
2275,72,704,133,2768.16,1164,1,633,20.813233082706766,False,151,7.926299304094606,23.51,76.28083333333333,False,2.24461222174961,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.75187969924812,694.09,1,3,Alto,Ascendente,Alto valor / Ascendente
2276,96,674,31,1007.97,434,31,579,32.51516129032258,False,103,6.916685287503267,7.9719718309859156,27.073333333333334,False,2.396064851622174,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.0,218.29,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2277,65,701,124,3740.5,1542,4,637,30.16532258064516,False,150,8.227241879520413,47.26633802816901,15.924999999999999,False,-0.663079462798466,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.435483870967742,969.28,1,7,Alto,Descendente,Alto valor / Descendente
2278,118,687,46,1160.57,306,18,570,25.22978260869565,False,103,7.057527817290742,14.125211267605634,11.539166666666667,False,-0.1830800652780132,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.6521739130434785,125.79,1,3,Bajo,Descendente,Bajo valor / Descendente
2279,93,705,59,972.47,416,0,613,16.482542372881355,False,100,6.880867007696426,9.034366197183099,19.6975,False,1.1802857632826143,25-34,U,50-74K,Unknown,2 Adults No Kids,None/Unknown,1.0,3.0,4.0,5.0,2.0,3.0,7.0508474576271185,250.27,1,2,Bajo,Ascendente,Bajo valor / Ascendente
2280,51,703,227,12221.95,3530,2,653,53.84118942731278,False,172,9.411070611120119,133.33887323943662,140.99666666666667,False,0.057431064483940454,35-44,U,15-24K,Homeowner,2 Adults Kids,1,2.0,3.0,1.0,0.0,1.0,0.0,15.550660792951541,3156.84,1,13,Alto,Ascendente,Alto valor / Ascendente
2281,85,703,103,4887.78,1359,2,619,47.45417475728155,False,146,8.494698062588865,41.97732394366197,150.2525,False,2.579373001519935,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.194174757281553,871.66,1,2,Alto,Ascendente,Alto valor / Ascendente
2282,113,703,76,1056.01,521,2,591,13.894868421052632,False,96,6.963199446563423,10.988028169014084,15.393333333333333,False,0.4009186267598111,55-64,B,175-199K,Homeowner,Single Female,None/Unknown,4.0,1.0,9.0,0.0,4.0,3.0,6.855263157894737,114.0,1,2,Bajo,Ascendente,Bajo valor / Ascendente
2283,52,691,17,1389.3700000000001,369,14,640,81.72764705882354,False,118,7.23732517775361,13.890704225352113,20.519166666666667,False,0.4771869254272117,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,21.705882352941178,176.83,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2284,107,703,261,17025.23,4595,2,597,65.2307662835249,False,227,9.742510375104082,204.11352112676056,205.33916666666667,False,0.006004724886133088,45-54,A,250K+,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,11.0,0.0,2.0,3.0,17.60536398467433,2193.82,1,10,Alto,Ascendente,Alto valor / Ascendente
2285,82,698,73,2057.9,797,7,617,28.19041095890411,False,119,7.6299271385826986,19.4343661971831,45.99916666666667,False,1.36689821525201,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.917808219178083,405.86,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2286,59,659,26,989.26,255,46,601,38.04846153846154,False,96,6.897967534911022,11.363239436619718,3.644166666666667,False,-0.6793021314922925,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.807692307692308,112.78999999999999,1,1,Bajo,Descendente,Bajo valor / Descendente
2287,104,702,33,833.51,288,3,599,25.257878787878788,False,86,6.726844726253579,6.109577464788732,27.474999999999998,False,3.4970376688644014,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.727272727272727,147.4,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2288,79,705,156,2081.06,654,0,627,13.340128205128204,False,131,7.641113067203475,23.07112676056338,7.0125,False,-0.696048655413449,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.1923076923076925,422.3,1,4,Bajo,Descendente,Bajo valor / Descendente
2289,111,704,87,2411.68,846,1,594,27.72045977011494,False,134,7.7884934418288125,25.20957746478873,44.732499999999995,False,0.7744248217757614,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.724137931034482,660.23,1,3,Alto,Ascendente,Alto valor / Ascendente
2290,81,694,70,916.97,290,11,614,13.099571428571428,False,80,6.822164710347934,9.073239436619719,1.6691666666666667,False,-0.8160340991410535,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.142857142857143,140.82,0,0,Bajo,Descendente,Bajo valor / Descendente
2291,71,665,55,439.03000000000003,175,40,595,7.982363636363637,False,49,6.086842906406214,4.454507042253521,6.309166666666667,False,0.41635575088795446,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.1818181818181817,43.58,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2292,60,701,113,1308.56,574,4,642,11.580176991150442,False,95,7.177446481912999,14.750704225352113,18.9725,False,0.2862097775231548,45-54,A,35-49K,Renter,2 Adults Kids,3+,3.0,0.0,3.0,3.0,1.0,2.0,5.079646017699115,215.83999999999997,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2293,69,697,43,2369.22,533,8,629,55.098139534883714,False,111,7.770738056825237,28.235774647887325,24.99083333333333,False,-0.11492304904044094,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.395348837209303,260.38,1,1,Alto,Descendente,Alto valor / Descendente
2294,47,682,186,8381.66,2747,23,636,45.06268817204301,False,178,9.033920565542653,113.77267605633803,19.395833333333332,False,-0.8295211644338146,45-54,B,25-34K,Renter,2 Adults Kids,2,3.0,1.0,2.0,3.0,1.0,1.0,14.768817204301076,1164.42,1,6,Alto,Descendente,Alto valor / Descendente
2295,47,691,98,8003.99,2693,14,645,81.67336734693878,False,183,8.987820376210797,87.2656338028169,49.931666666666665,False,-0.42781981301492716,35-44,B,35-49K,Renter,Single Male,None/Unknown,2.0,1.0,3.0,3.0,5.0,3.0,27.479591836734695,1610.19,1,9,Alto,Descendente,Alto valor / Descendente
2296,110,705,227,13329.62,5072,0,596,58.72079295154185,False,195,9.497818923719029,148.89154929577464,200.73916666666665,False,0.348224043715847,35-44,U,125-149K,Homeowner,2 Adults No Kids,None/Unknown,2.0,3.0,7.0,0.0,2.0,3.0,22.34361233480176,2237.0,1,8,Alto,Ascendente,Alto valor / Ascendente
2297,14,698,45,698.36,269,7,685,15.519111111111112,False,64,6.5501656311150045,7.4978873239436625,7.96,False,0.0616323847093077,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.977777777777778,115.48,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2298,72,705,82,2692.57,892,0,634,32.83621951219512,False,111,7.898622730273705,26.429154929577464,45.2775,False,0.7131648787350718,65+,A,50-74K,Probable Renter,Single Female,None/Unknown,5.0,0.0,4.0,2.0,4.0,3.0,10.878048780487806,559.52,1,2,Alto,Ascendente,Alto valor / Ascendente
2299,116,695,61,2019.73,1082,10,580,33.11032786885246,False,134,7.611214111249621,24.07380281690141,20.716666666666665,False,-0.13945184214426695,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,17.737704918032787,350.52,1,1,Bajo,Descendente,Bajo valor / Descendente
2300,89,704,117,4550.51,1708,1,616,38.893247863247865,False,161,8.423214325020817,53.09183098591549,52.759166666666665,False,-0.006265828717361034,45-54,U,50-74K,Homeowner,2 Adults No Kids,None/Unknown,3.0,3.0,4.0,0.0,2.0,3.0,14.598290598290598,973.95,1,7,Alto,Descendente,Alto valor / Descendente
2301,30,702,135,4455.24,1298,3,673,33.001777777777775,False,135,8.402060640120817,56.02309859154929,38.6475,False,-0.3101506169487434,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.614814814814816,889.95,1,5,Alto,Descendente,Alto valor / Descendente
2302,90,683,74,1960.24,917,22,594,26.48972972972973,False,150,7.5813322052452055,20.9256338028169,30.015,False,0.43436515628786054,35-44,A,35-49K,Homeowner,1 Adult Kids,1,2.0,0.0,3.0,0.0,0.0,0.0,12.391891891891891,516.3,1,2,Bajo,Ascendente,Bajo valor / Ascendente
2303,74,705,65,2149.87,540,0,632,33.07492307692308,False,123,7.673627690435297,24.92845070422535,16.25916666666667,False,-0.3477666598866991,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.307692307692308,295.75,1,3,Alto,Descendente,Alto valor / Descendente
2304,82,574,88,240.09,126,131,493,2.7282954545454547,False,35,5.485170307761209,2.7012676056338027,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,1.4318181818181819,44.61,0,0,Bajo,Descendente,Bajo valor / Descendente
2305,2,704,123,6320.64,2321,1,703,51.387317073170735,False,158,8.75173394714913,62.28647887323944,65.47833333333334,False,0.05124474071796083,45-54,B,50-74K,Homeowner,Single Female,None/Unknown,3.0,1.0,4.0,0.0,4.0,3.0,18.869918699186993,1761.67,1,9,Alto,Ascendente,Alto valor / Ascendente
2306,23,341,8,62.06,38,364,319,7.7575,True,15,4.144086654116915,0.3071830985915493,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.75,11.56,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2307,11,700,176,5963.01,1995,5,690,33.88073863636364,False,148,8.693498352610252,65.30056338028169,52.6575,False,-0.19361338900943414,45-54,A,75-99K,Homeowner,2 Adults Kids,1,3.0,0.0,5.0,0.0,1.0,0.0,11.335227272727273,1194.15,1,9,Alto,Descendente,Alto valor / Descendente
2308,32,698,31,582.45,163,7,667,18.788709677419355,False,71,6.368958758252116,6.58281690140845,6.934166666666667,False,0.053373771520675656,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.258064516129032,68.52,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2309,39,636,12,275.01,84,69,598,22.9175,False,47,5.620437096944849,1.8343661971830987,9.9,False,4.396959459459459,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.0,93.57000000000001,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2310,34,705,74,1389.32,642,0,672,18.774594594594593,False,101,7.237289215456478,17.540563380281693,7.299166666666667,False,-0.5838693143190565,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.675675675675675,307.81,1,1,Bajo,Descendente,Bajo valor / Descendente
2311,90,694,57,1806.83,511,11,605,31.69877192982456,False,89,7.499882509982676,22.98929577464789,3.191666666666667,False,-0.861167271152935,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.964912280701755,255.52,0,0,Bajo,Descendente,Bajo valor / Descendente
2312,94,705,317,14545.63,3901,0,612,45.88526813880126,False,200,9.58511463065244,157.6367605633803,193.3575,False,0.2266015827079725,45-54,A,250K+,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,11.0,0.0,2.0,3.0,12.305993690851736,2568.9300000000003,1,8,Alto,Ascendente,Alto valor / Ascendente
2313,107,663,10,104.47,29,42,557,10.447,False,16,4.658426552288523,0.9792957746478873,1.6458333333333333,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.9,13.03,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2314,101,695,86,5078.05,1843,10,595,59.04709302325582,False,155,8.53287951521036,58.37591549295774,49.03666666666667,False,-0.1599846228949972,45-54,A,125-149K,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,7.0,0.0,2.0,3.0,21.430232558139537,829.28,1,4,Alto,Descendente,Alto valor / Descendente
2315,119,683,5,188.69,30,22,565,37.738,False,22,5.245391160738632,0.0,3.908333333333333,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.0,26.279999999999998,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2316,38,577,27,751.89,204,128,540,27.84777777777778,False,86,6.623919134791512,5.7805633802816905,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.555555555555555,99.65,1,1,Bajo,Descendente,Bajo valor / Descendente
2317,8,705,150,13967.37,4953,0,698,93.11580000000001,False,182,9.544550766846537,136.7101408450704,194.65666666666667,False,0.423864136657319,35-44,A,50-74K,Homeowner,2 Adults Kids,3+,2.0,0.0,4.0,0.0,1.0,2.0,33.02,3165.16,1,17,Alto,Ascendente,Alto valor / Ascendente
2318,43,622,366,10685.72,3279,83,580,29.195956284153002,False,187,9.276757128125526,128.8718309859155,6.736666666666667,False,-0.947725840355268,19-24,U,Under 15K,Unknown,Single Female,None/Unknown,0.0,3.0,0.0,5.0,4.0,3.0,8.959016393442623,1859.34,1,13,Alto,Descendente,Alto valor / Descendente
2319,10,699,116,1143.69,507,6,690,9.859396551724139,False,108,7.042889136972932,8.590140845070422,12.270000000000001,False,0.42838170191834746,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.370689655172414,207.33,1,2,Bajo,Ascendente,Bajo valor / Ascendente
2320,60,686,25,369.59000000000003,146,19,627,14.783600000000002,False,65,5.915096330216832,4.77887323943662,2.0975,False,-0.5610890067786619,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.84,37.06,0,0,Bajo,Descendente,Bajo valor / Descendente
2321,46,692,16,325.0,106,13,647,20.3125,False,62,5.786897381366708,2.2554929577464793,5.538333333333333,False,1.4554868656592144,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.625,40.699999999999996,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2322,66,699,321,23576.31,5671,6,634,73.44644859813084,False,242,10.068040087855191,267.3747887323944,179.085,False,-0.3302098494438097,45-54,U,175-199K,Homeowner,Single Male,None/Unknown,3.0,3.0,9.0,0.0,5.0,3.0,17.666666666666668,2414.42,1,10,Alto,Descendente,Alto valor / Descendente
2323,107,684,29,781.34,164,21,578,26.942758620689656,False,65,6.662289428663436,7.728591549295775,16.026666666666667,False,1.0736852975658946,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.655172413793103,57.18,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2324,3,703,146,2671.77,935,2,701,18.299794520547945,False,146,7.89087066679518,26.414788732394367,39.935833333333335,False,0.5118740391195002,35-44,A,50-74K,Homeowner,2 Adults No Kids,None/Unknown,2.0,0.0,4.0,0.0,2.0,3.0,6.404109589041096,594.61,1,9,Alto,Ascendente,Alto valor / Ascendente
2325,671,697,3,106.36,22,8,27,35.45333333333333,True,15,4.676187673223372,0.0,8.863333333333333,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.333333333333333,11.37,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2326,110,692,46,1306.9,531,13,583,28.410869565217393,False,109,7.176178076495106,12.59394366197183,33.8225,False,1.6856162698368322,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.543478260869565,335.51,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2327,6,689,43,1267.76,606,16,684,29.482790697674417,False,110,7.145795324532435,15.720985915492959,2.501666666666667,False,-0.8408708792111259,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.093023255813954,382.82,1,1,Bajo,Descendente,Bajo valor / Descendente
2328,6,702,164,14060.73,3024,3,697,85.73615853658536,False,203,9.55121220189208,134.3269014084507,188.17499999999998,False,0.4008735259053747,45-54,U,250K+,Homeowner,2 Adults No Kids,None/Unknown,3.0,3.0,11.0,0.0,2.0,3.0,18.4390243902439,1309.87,1,11,Alto,Ascendente,Alto valor / Ascendente
2329,63,581,100,2722.37,1051,124,519,27.223699999999997,False,147,7.90962536298759,32.75239436619719,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.51,527.17,1,5,Alto,Descendente,Alto valor / Descendente
2330,62,702,71,5586.8,1409,3,641,78.68732394366198,False,166,8.628340928755668,62.2312676056338,82.28166666666667,False,0.322191718608311,45-54,U,50-74K,Homeowner,Unknown,None/Unknown,3.0,3.0,4.0,0.0,6.0,3.0,19.845070422535212,773.42,1,6,Alto,Ascendente,Alto valor / Ascendente
2331,17,697,103,5903.55,2230,8,681,57.31601941747573,False,157,8.68347851912302,58.1874647887324,70.99166666666666,False,0.2200508636082338,35-44,A,35-49K,Homeowner,2 Adults Kids,3+,2.0,0.0,3.0,0.0,1.0,2.0,21.650485436893202,1691.22,1,8,Alto,Ascendente,Alto valor / Ascendente
2332,31,650,16,353.8,65,55,620,22.1125,False,37,5.871554250435424,2.3563380281690143,8.376666666666667,False,2.5549511854951183,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.0625,27.76,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2333,53,704,22,259.27,165,1,652,11.784999999999998,False,54,5.561719553725808,0.3836619718309859,15.931666666666667,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.5,188.81,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2334,12,704,359,11735.0,4021,1,693,32.68802228412256,False,187,9.370416319822818,131.43971830985916,119.0225,False,-0.09447082259098058,35-44,U,50-74K,Homeowner,Unknown,None/Unknown,2.0,3.0,4.0,0.0,6.0,3.0,11.200557103064067,1804.97,1,12,Alto,Descendente,Alto valor / Descendente
2335,57,705,53,1955.25,644,0,649,36.89150943396226,False,123,7.578784654288463,20.304225352112674,41.594166666666666,False,1.0485473316685168,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.150943396226415,462.41,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2336,3,699,76,2384.25,1057,6,697,31.37171052631579,False,121,7.777059219631956,24.338028169014084,28.537499999999998,False,0.17254774305555548,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.907894736842104,584.9,1,2,Alto,Ascendente,Alto valor / Ascendente
2337,114,705,1208,11645.99,5489,0,592,9.640720198675497,False,189,9.362803056512089,150.05732394366197,56.330000000000005,False,-0.6246101255201063,65+,U,Under 15K,Homeowner,1 Adult Kids,2,5.0,3.0,0.0,0.0,0.0,1.0,4.54387417218543,1829.4,1,9,Alto,Descendente,Alto valor / Descendente
2338,118,705,68,2066.83,763,0,588,30.39455882352941,False,153,7.634255027220288,22.107887323943665,31.38083333333333,False,0.4194406219605942,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.220588235294118,342.66,1,1,Bajo,Ascendente,Bajo valor / Ascendente
2339,76,686,10,262.42,107,19,611,26.242,False,58,5.573749716570901,1.523661971830986,2.8516666666666666,False,0.8715874776606888,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.7,54.800000000000004,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2340,23,705,148,2968.81,1114,0,683,20.059527027027027,False,140,7.996253256686408,30.054788732394364,63.66416666666667,False,1.1182703107157976,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.527027027027027,444.51,0,0,Alto,Ascendente,Alto valor / Ascendente
2341,45,697,306,5698.38,2752,8,653,18.622156862745097,False,181,8.648112675976721,63.32450704225352,14.6225,False,-0.7690862403359401,45-54,U,50-74K,Homeowner,Unknown,None/Unknown,3.0,3.0,4.0,0.0,6.0,3.0,8.993464052287582,1602.39,1,12,Alto,Descendente,Alto valor / Descendente
2342,97,703,195,5885.06,1100,2,607,30.179794871794872,False,124,8.680342122421381,65.81309859154929,76.6975,False,0.1653835124220746,55-64,U,100-124K,Homeowner,Unknown,None/Unknown,4.0,3.0,6.0,0.0,6.0,3.0,5.641025641025641,1121.4699999999998,1,2,Alto,Ascendente,Alto valor / Ascendente
2343,117,698,237,4581.92,1603,7,582,19.332995780590718,False,166,8.4300916285418,56.042535211267605,46.355,False,-0.17286040281275294,19-24,U,50-74K,Unknown,Single Male,None/Unknown,0.0,3.0,4.0,5.0,5.0,3.0,6.763713080168777,846.8299999999999,1,5,Alto,Descendente,Alto valor / Descendente
2344,102,669,55,2514.15,827,36,568,45.71181818181818,False,141,7.830087722902435,29.560845070422538,22.66416666666667,False,-0.2333045076122138,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,15.036363636363637,627.7,1,3,Alto,Descendente,Alto valor / Descendente
2345,22,698,109,4278.51,1542,7,677,39.25238532110092,False,159,8.361593796040514,35.73169014084507,93.02583333333332,False,1.6034546075668288,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.146788990825687,834.5899999999999,1,5,Alto,Ascendente,Alto valor / Ascendente
2346,30,658,29,1164.47,407,47,629,40.154137931034484,False,82,7.060879718118792,12.537042253521127,11.365833333333333,False,-0.09341987499953198,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.03448275862069,165.39,1,1,Bajo,Descendente,Bajo valor / Descendente
2347,85,699,90,3099.93,763,6,615,34.443666666666665,False,134,8.039457345482235,31.33887323943662,65.175,False,1.0796854916271919,45-54,U,35-49K,Unknown,2 Adults No Kids,None/Unknown,3.0,3.0,3.0,5.0,2.0,3.0,8.477777777777778,661.45,1,1,Alto,Ascendente,Alto valor / Ascendente
2348,96,657,56,278.87,121,48,562,4.979821428571428,False,43,5.63432520964098,1.7053521126760562,9.075000000000001,False,4.321481665014867,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.1607142857142856,81.72,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2349,84,704,72,2100.28,686,1,621,29.17055555555556,False,132,7.65030196183685,21.97661971830986,29.599166666666665,False,0.3468480160306941,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.527777777777779,364.27,0,0,Bajo,Ascendente,Bajo valor / Ascendente
